time,x,y,z
71.0,2.960865389548135,1.9630931434487033,1.0326799483207931
72.0,3.008688000391205,2.0082287384358377,0.992638755752512
73.0,3.057195950262712,2.0544036051638983,0.9508708238486573
74.0,3.1062337204545862,2.1014510465399185,0.9075828924563707
75.0,3.1556281782805375,2.1491784623729804,0.863004333719802
76.0,3.205206191054278,2.197393252472174,0.8173645197830973
77.0,3.2547946260895273,2.2459028166465886,0.7708928227903986
78.0,3.3042203507000014,2.2945145547053194,0.7238186148858443
79.0,3.353310232199426,2.3430358664574626,0.6763712682135691
80.0,3.401891137901525,2.3912741517121185,0.628780154917704
81.0,3.4497899351200285,2.4390368102783917,0.5812746471423774
82.0,3.496833491168668,2.4861312419653854,0.5340841170317137
83.0,3.5428486733611777,2.532364846582211,0.48743793672983443
84.0,3.587662349011295,2.5775450239379776,0.4415654783808583
85.0,3.6311013854327574,2.621479173841799,0.3966961141289011
86.0,3.672992649939309,2.663974696102792,0.3530592161180757
87.0,3.713163009844692,2.7048389905300754,0.3108841564924923
88.0,3.7514393324626525,2.7438794569327682,0.27040030739625864
89.0,3.787648485106939,2.780903495119994,0.23183704097348035
90.0,3.821617335091303,2.8157185049008766,0.19542372936826047
91.0,3.8531727497294925,2.8481318860845426,0.16138974472469972
92.0,3.882141596335264,2.877951038480121,0.12996445918689725
93.0,3.90835074222237,2.90498336189674,0.1013772448989499
94.0,3.9316270547045686,2.9290362561435317,0.07585747400495312
95.0,3.951797401095617,2.9499171210296296,0.05363451864900008
96.0,3.9686886487092727,2.967433356364167,0.03493775097518268
97.0,3.982127664859297,2.98139236195628,0.019996543127591925
98.0,3.99194131685945,2.991601537615105,0.009040267250316364
99.0,3.997956472023492,2.9978682831497796,0.0022982954874441928
100.0,3.99999999766519,2.9999999983694425,-1.693781868643051e-11
